"DL_score","ML_score","Truth"
0.01650148,0,"0"
0.01186401,0,"0"
0.0026601283,0,"0"
0.040282566,0,"0"
0.2545358,0,"0"
0.0008893819,0,"0"
0.0030979025,0,"0"
0.021021385,0,"0"
0.012598698,0,"0"
0.02928462,0,"0"
0.030915584,0,"0"
0.6148642,0,"0"
0.012735424,0,"0"
0.0019675714,0,"0"
0.00032190452,0,"0"
0.00010619195,0,"0"
0.0023585057,0,"0"
0.114344575,0,"0"
0.20338228,0,"0"
0.045165934,0,"0"
0.012361918,0,"0"
0.018013576,0,"0"
0.0022387048,0,"0"
0.0063883723,0,"0"
0.0105637675,0,"0"
0.008191779,0,"0"
0.13075969,0,"0"
0.005941438,0,"0"
0.027130667,0,"0"
0.09532177,0,"0"
0.056281462,0,"0"
0.0014566766,0,"0"
0.003902613,0,"0"
0.0023549744,0,"0"
0.0005499814,0,"0"
0.71380395,0,"0"
0.0057315673,0,"0"
0.0015544884,0,"0"
1.345817e-06,0,"0"
0.00013917468,0,"0"
0.025818065,0,"0"
0.0001404789,0,"0"
0.00040381443,0,"0"
0.05375662,0,"0"
0.0012191249,0,"0"
0.00056536327,0,"0"
9.378596e-05,0,"0"
0.01978488,0,"0"
3.7448694e-07,0,"0"
0.23765108,0,"0"
0.0007941369,0,"0"
0.011426603,0,"0"
0.00058098783,0,"0"
0.019151328,0,"1"
0.000942334,0,"0"
0.011390904,0,"0"
0.00031196588,0,"0"
5.3244345e-05,0,"0"
0.014363841,0,"0"
0.0018045839,0,"0"
0.047335885,0,"0"
0.0018061755,0,"0"
4.6189063e-05,0,"0"
0.00016135476,0,"0"
0.009086639,0,"0"
0.0018405434,0,"0"
2.3453304e-05,0,"0"
0.002850072,0,"0"
0.091594696,0,"0"
0.031088527,0,"0"
0.00012488429,0,"0"
8.820207e-06,0,"0"
0.0016534013,0,"0"
0.0039196406,0,"0"
0.0020475043,0,"0"
0.00231914,0,"0"
0.030080507,0,"0"
0.04546292,0,"0"
0.02146054,0,"0"
0.021618841,0,"0"
0.16790576,0,"0"
0.0019335165,0,"0"
0.0013039365,0,"0"
0.00045785678,0,"0"
0.00045770887,0,"0"
0.0031032972,0,"0"
0.16821243,0,"0"
0.0049643978,0,"0"
0.047602523,0,"0"
0.00090679724,0,"0"
0.025126753,0,"0"
0.0063539958,0,"0"
0.041330364,0,"0"
0.009441684,0,"0"
0.010994671,0,"0"
0.00052035705,0,"0"
0.0006751466,0,"0"
0.00031640797,0,"0"
0.025987215,0,"0"
0.7854286,0,"0"
0.00015309411,0,"0"
0.017137436,0,"0"
0.0026442609,0,"0"
0.0055102143,0,"0"
0.000113866394,0,"0"
0.00015883843,0,"0"
0.0044762967,0,"0"
0.072422944,0,"0"
0.005213605,0,"0"
0.030896237,0,"0"
0.0016775277,0,"0"
0.019438416,0,"0"
0.011070182,0,"0"
0.01604735,0,"0"
0.18089372,0,"0"
0.00095208787,0,"0"
0.0553353,0,"0"
0.0066901436,0,"0"
0.0003183754,0,"0"
0.17718081,0,"0"
0.03215673,0,"0"
0.0053004865,0,"0"
0.0002286756,0,"0"
0.016100148,0,"0"
0.004843283,0,"0"
0.007663155,0,"0"
0.29729828,0,"0"
0.014415034,0,"0"
0.005586287,0,"0"
0.6967568,0,"0"
0.00021140062,0,"0"
0.007608774,0,"0"
0.00017042547,0,"0"
0.01667707,0,"0"
0.61687726,0,"0"
0.17466536,0,"0"
0.01927488,0,"0"
0.00036743574,0,"0"
0.00011373899,0,"0"
6.982108e-05,0,"0"
0.0055118427,0,"0"
0.057436254,0,"0"
0.0022105838,0,"0"
3.7139394e-05,0,"0"
0.09426612,0,"0"
0.11657279,0,"0"
0.10088176,0,"0"
0.050231263,0,"0"
1,0,"0"
0.32193545,0,"0"
0.12367027,0,"0"
8.9471345e-05,0,"0"
0.07168903,0,"0"
0.062727585,0,"0"
0.48794731,0,"0"
0.0025223035,0,"0"
0.00016651332,0,"0"
3.986099e-05,0,"0"
0.00097298966,0,"0"
1.32447085e-05,0,"0"
0.07326675,0,"0"
0.00145053,0,"0"
4.600562e-05,0,"0"
0.00017675289,0,"0"
0.00071378105,0,"0"
0.0057254396,0,"0"
0.008369831,0,"0"
0.003021215,0,"0"
0.011462857,0,"0"
0.0007888678,0,"0"
0.002068646,0,"0"
0.8008137,0,"0"
0.007046322,0,"0"
0.00066005485,0,"0"
0.023094729,0,"0"
0.0012269036,0,"0"
0.0030994038,0,"0"
0.0010580084,0,"0"
0.0033489494,0,"0"
0.0018653893,0,"0"
0.0013856295,0,"0"
0.12228814,0,"0"
0.028640848,0,"0"
0.0029660126,0,"0"
0.0011906945,0,"0"
8.411355e-09,0,"0"
0.0011898811,0,"0"
0.100434475,0,"0"
0.018338487,0,"0"
5.640087e-05,0,"0"
0.014074646,0,"0"
0.08302065,0,"0"
0.00014671432,0,"0"
0.0005287392,0,"0"
0.00018976643,0,"0"
6.887398e-05,0,"0"
0.0031177667,0,"0"
0.0027045398,0,"0"
0.22275634,0,"0"
2.4438565e-05,0,"0"
0.0015483785,0,"0"
0.0022405013,0,"0"
0.0012209511,0,"0"
0.046227694,0,"0"
1.9395602e-05,0,"0"
0.09259335,0,"0"
0.1949438,0,"0"
0.52302194,0,"0"
0.14150065,0,"0"
0.00015998773,0,"0"
0.011044471,0,"0"
0.007898409,0,"0"
0.20757455,0,"0"
0.0032700347,0,"0"
0.024423,0,"0"
0.0069106347,0,"0"
0.0006188585,0,"0"
0.0037989449,0,"0"
0.0065928656,0,"0"
0.9988078,0,"0"
0.002263648,0,"0"
0.012736827,0,"0"
3.909195e-06,0,"0"
0.0006288985,0,"0"
4.5824365e-07,0,"0"
0.18408245,0,"0"
0.001453842,0,"0"
0.7033865,0,"0"
0.0031233474,0,"0"
0.008727223,0,"0"
3.9489973e-05,0,"0"
0.00079013174,0,"0"
0.13604447,0,"0"
0.0240035,0,"0"
0.0030370625,0,"0"
0.10859688,0,"0"
0.00042200915,0,"0"
0.4034658,0,"0"
0.00027536624,0,"0"
6.045784e-05,0,"0"
0.0340566,0,"0"
0.010496191,0,"0"
0.0022541627,0,"0"
2.7439564e-05,0,"0"
0.00034248256,0,"0"
0.007345952,0,"0"
0.0019668469,0,"0"
0.021300547,0,"0"
0.19854459,0,"1"
3.092057e-05,0,"0"
0.7864672,0,"0"
0.002326235,0,"0"
0.000486264,0,"0"
0.0010314028,0,"0"
0.012475934,0,"0"
0.0148344925,0,"0"
0.00021792557,0,"0"
0.0065305782,0,"0"
0.025720857,0,"0"
0.003431236,0,"0"
5.0105143e-07,0,"0"
0.20415273,0,"0"
0.0034336871,0,"0"
8.783715e-05,0,"0"
0.00076766027,0,"0"
8.058071e-07,0,"0"
2.625081e-06,0,"0"
0.009272646,0,"0"
0.076538175,0,"0"
0.05751548,0,"0"
0.62512314,0,"0"
0.0057653524,0,"0"
0.00021300632,0,"0"
0.00050437177,0,"0"
0.00062827545,0,"0"
0.006598539,0,"0"
0.00067718356,0,"0"
0.017939307,0,"0"
0.00023659578,0,"0"
0.00016127461,0,"0"
0.4983011,0,"0"
0.3432561,0,"0"
0.7832552,0,"0"
0.00028456867,0,"0"
0.012313921,0,"0"
0.0024415406,0,"0"
0.006716719,0,"0"
0.009037157,0,"0"
0.0054368167,0,"0"
0.105594106,0,"0"
0.0036852607,0,"0"
0.0016917284,0,"0"
0.0027862368,0,"0"
2.8677288e-05,0,"0"
0.0041828337,0,"0"
0.0014491148,0,"0"
0.0032233773,0,"0"
0.01043575,0,"0"
0.0072314525,0,"0"
0.099036515,0,"0"
0.00078581943,0,"0"
0.29187936,0,"0"
0.0863824,0,"0"
5.1281313e-05,0,"0"
0.066036575,0,"0"
0.0018254486,0,"0"
3.1490017e-05,0,"0"
0.08726805,0,"0"
0.0020179055,0,"0"
0.00016346361,0,"0"
0.6487103,0,"0"
0.0046762065,0,"0"
8.136888e-05,0,"0"
0.0083734505,0,"0"
0.0012519575,0,"0"
0.00046919694,0,"0"
0.00071434927,0,"0"
0.00013860612,0,"0"
0.0038936185,0,"0"
0.0016355532,0,"0"
0.4345496,0,"0"
0.00012216585,0,"0"
0.00052732986,0,"0"
0.13065363,0,"0"
0.0024644053,0,"0"
0.0032237084,0,"0"
0.0023099962,0,"0"
0.0004375938,0,"0"
0.00033152345,0,"0"
7.411737e-05,0,"0"
0.0060688844,0,"0"
1.0667334e-09,0,"0"
0.005634172,0,"0"
0.66051555,0,"0"
0.0005425419,0,"0"
8.390309e-05,0,"0"
0.0045473482,0,"0"
0.5104865,0,"0"
0.008075922,0,"0"
4.8503357e-06,0,"0"
