"DL_score","ML_score","Truth"
0.013820539,0,"0"
0.0035908117,0,"0"
0.048643593,0,"0"
0.0074967565,0,"0"
0.022021858,0,"0"
0.001319149,0,"0"
0.011274873,0,"0"
0.00024165244,0,"0"
0.0023052206,0,"0"
0.122033074,0,"0"
0.015732592,0,"0"
0.2538609,0,"0"
0.011947649,0,"0"
0.37728587,0,"0"
0.034943722,0,"0"
0.0026794905,0,"0"
0.2626966,0,"0"
0.0022938738,0,"0"
0.298147,0,"0"
0.027439445,0,"0"
0.9462758,0,"0"
0.0038934224,0,"0"
0.0009336571,0,"0"
0.13273406,0,"0"
0.416485,0,"0"
2.985382e-06,0,"0"
0.23692232,0,"0"
6.944809e-05,0,"0"
0.81865805,0,"0"
0.2643832,0,"0"
0.03913832,0,"0"
0.0037665411,0,"0"
0.027294422,0,"0"
0.077047765,0,"0"
0.0012623864,0,"0"
0.0364434,0,"0"
0.0023855916,0,"0"
0.7361465,0,"0"
0.003031574,0,"0"
0.12627329,0,"0"
0.3482347,0,"0"
0.026906813,0,"0"
0.00011336079,0,"0"
0.0037612,0,"0"
0.0067295516,0,"0"
0.015483552,0,"0"
0.01924538,0,"0"
0.9916305,0,"0"
0.20202874,0,"0"
5.0620238e-05,0,"0"
0.012523544,0,"0"
0.00069865567,0,"0"
0.015931513,0,"0"
0.0009078134,0,"0"
0.41332465,0,"0"
0.0835672,0,"0"
0.0022892405,0,"0"
0.004554416,0,"0"
0.99144953,0,"0"
0.8672262,0,"0"
0.008952941,0,"0"
0.0035022001,0,"0"
0.0013305468,0,"0"
0.005679128,0,"0"
0.00018354587,0,"1"
0.0032422736,0,"0"
0.11461002,0,"0"
0.032080226,0,"0"
0.007473596,0,"0"
0.0012887655,0,"0"
0.047070067,0,"0"
0.021033606,0,"0"
0.0065769455,0,"0"
0.012440592,0,"0"
0.0012508305,0,"0"
0.0017437248,0,"0"
0.23851226,0,"0"
0.009587961,0,"0"
0.0026553227,0,"0"
0.0011482872,0,"0"
0.0027387529,0,"0"
0.00015361072,0,"0"
0.00021451311,0,"0"
0.0010192187,0,"0"
0.008615345,0,"0"
0.025751155,0,"0"
6.4203177e-06,0,"0"
0.9844237,0,"0"
0.3785525,0,"0"
0.06691321,0,"0"
0.31225082,0,"0"
0.2640537,0,"0"
0.9003717,0,"0"
0.03123137,0,"0"
0.048332825,0,"0"
0.020163897,0,"0"
0.2795479,0,"0"
0.039747894,0,"0"
0.00034809168,0,"0"
0.15265895,0,"0"
0.0038147243,0,"0"
0.0023739552,0,"0"
0.045901053,0,"0"
0.1509615,0,"0"
0.026564844,0,"0"
0.0084919855,0,"0"
0.07554598,0,"0"
9.328624e-06,0,"0"
0.001649395,0,"0"
0.0049786475,0,"0"
0.0009710149,0,"0"
0.20804712,0,"0"
0.044524793,0,"0"
0.3929042,0,"0"
0.0031913908,0,"0"
0.10294879,0,"0"
0.12598346,0,"0"
0.032107133,0,"0"
0.98685384,0,"0"
0.008912462,0,"0"
0.90061975,0,"0"
0.0015275613,0,"0"
0.122901216,0,"0"
0.010459053,0,"0"
0.004758604,0,"0"
0.6638851,0,"0"
0.034866694,0,"0"
0.025329027,0,"0"
0.11548461,0,"0"
0.0025873221,0,"0"
0.014830011,0,"0"
0.99938285,0,"0"
0.0017821504,0,"0"
0.00712124,0,"0"
0.0014153806,0,"0"
1.0108865e-05,0,"0"
0.11026439,0,"0"
0.010511638,0,"0"
0.09373324,0,"0"
0.0097312415,0,"0"
0.0039000893,0,"0"
0.05060495,0,"0"
0.006245765,0,"0"
0.059911735,0,"0"
0.0038658946,0,"0"
0.004556401,0,"0"
0.01791399,0,"0"
0.001058516,0,"0"
0.23233125,0,"0"
0.001211401,0,"0"
0.00865807,0,"0"
2.4987072e-05,0,"0"
0.35448974,0,"0"
0.015289646,0,"0"
0.026932465,0,"0"
0.04376775,0,"0"
0.028268168,0,"0"
4.507892e-07,0,"0"
4.5950966e-08,0,"0"
0.013769575,0,"0"
0.0022599644,0,"0"
0.0008441785,0,"0"
0.003571242,0,"0"
0.12677456,0,"0"
0.026363088,0,"0"
0.0004586389,0,"0"
0.0030820991,0,"0"
0.00096077204,0,"0"
0.0032142485,0,"0"
0.00043204892,0,"0"
0.0029167773,0,"0"
0.12220388,0,"0"
0.034467574,0,"0"
0.036832023,0,"0"
0.0032836522,0,"0"
0.0051929657,0,"0"
0.000119627206,0,"0"
0.007400744,0,"0"
0.19061537,0,"0"
0.00036085362,0,"0"
0.73809123,0,"1"
0.013628981,0,"0"
0.021009937,0,"0"
0.009540028,0,"0"
0.013916414,0,"0"
1,0,"1"
0.4308114,0,"0"
0.0022430012,0,"0"
0.0024155304,0,"0"
0.0013990359,0,"0"
0.009261015,0,"0"
0.0868065,0,"0"
0.0009949328,0,"0"
0.0073911697,0,"0"
0.00042916855,0,"0"
0.20178494,0,"0"
0.0048906314,0,"0"
0.0013183967,0,"0"
0.012087385,0,"0"
0.041740175,0,"0"
0.01566587,0,"0"
0.013572016,0,"0"
0.014686277,0,"0"
0.15802273,0,"0"
0.002184014,0,"0"
0.9954406,0,"0"
0.011310303,0,"0"
0.0114963455,0,"0"
0.0022737375,0,"0"
0.020146297,0,"0"
0.005649131,0,"0"
0.06373505,0,"0"
0.07780392,0,"0"
0.0030431068,0,"0"
0.0027417499,0,"0"
0.0014603233,0,"0"
0.07326599,0,"0"
0.017726831,0,"0"
0.00016335423,0,"0"
0.01572777,0,"0"
0.038894404,0,"0"
0.007385861,0,"0"
0.21311727,0,"0"
0.005275921,0,"0"
0.0010001456,0,"0"
0.37213296,0,"0"
0.053210974,0,"0"
0.010380821,0,"0"
0.00019906239,0,"0"
0.027794076,0,"0"
0.006979902,0,"0"
0.562149,0,"0"
0.980652,0,"0"
0.4999302,0,"0"
0.12777372,0,"0"
0.0073705544,0,"0"
0.0014110093,0,"0"
0.006156539,0,"0"
0.0010111164,0,"0"
0.00074784976,0,"0"
0.124494314,0,"0"
0.0026846842,0,"0"
0.0027323307,0,"0"
0.006498335,0,"0"
0.22955774,0,"0"
0.9949444,0,"0"
0.013001698,0,"0"
0.94617355,0,"0"
0.2258488,0,"0"
0.11837153,0,"0"
0.9924171,0,"0"
0.005131547,0,"0"
0.006616816,0,"0"
0.0005209218,0,"0"
0.018156799,0,"0"
0.0179747,0,"0"
0.1819255,0,"0"
0.0001332457,0,"0"
0.19537015,0,"0"
0.042959474,0,"0"
0.00045149977,0,"0"
0.48855042,0,"0"
0.009000745,0,"0"
0.031531822,0,"0"
0.04967143,0,"0"
0.011084907,0,"0"
0.00027703578,0,"0"
0.87535954,0,"0"
6.188385e-05,0,"0"
0.004271654,0,"0"
0.006866297,0,"0"
0.008189095,0,"0"
0.0006635035,0,"0"
0.16560064,0,"0"
0.0024622714,0,"0"
0.00073335686,0,"0"
0.009318976,0,"0"
0.010528719,0,"0"
0.00095419836,0,"0"
0.0050324234,0,"0"
0.0139832115,0,"0"
0.0253086,0,"0"
0.03866022,0,"0"
0.00061271514,0,"0"
1.1305487e-05,0,"0"
0.0025266754,0,"0"
0.0028164713,0,"0"
0.00057756115,0,"0"
0.042717986,0,"0"
6.7797428e-06,0,"0"
0.00377342,0,"0"
0.0017575165,0,"0"
0.0022682329,0,"0"
0.00029616937,0,"0"
0.00096406665,0,"0"
0.0009884095,0,"0"
0.011300971,0,"0"
1.1054208e-06,0,"0"
0.059217446,0,"0"
0.13955101,0,"0"
0.1095359,0,"0"
0.01390351,0,"0"
0.03586003,0,"0"
0.0048274966,0,"0"
0.004269888,0,"0"
1.9658899e-05,0,"0"
0.006536183,0,"0"
0.007664573,0,"0"
0.15722564,0,"0"
0.07084266,0,"0"
0.0056043756,0,"0"
0.0066703972,0,"0"
0.009102362,0,"0"
0.0055047222,0,"0"
0.30110013,0,"0"
0.04257787,0,"0"
0.007662114,0,"0"
0.07999694,0,"0"
0.00039040917,0,"0"
0.20224087,0,"0"
0.00043665376,0,"0"
0.7514164,0,"0"
0.0013981562,0,"0"
2.2908185e-05,0,"0"
0.00022215418,0,"0"
0.08981062,0,"0"
0.02516093,0,"0"
0.06850176,0,"0"
1.7615339e-06,0,"0"
0.0070583695,0,"0"
8.692574e-05,0,"0"
0.003872296,0,"0"
0.032410618,0,"0"
1.4367137e-05,0,"0"
0.0023114295,0,"0"
0.034156084,0,"0"
0.015765157,0,"0"
0.08382605,0,"0"
0.3817778,0,"0"
0.019073654,0,"0"
0.010333667,0,"0"
0.00025327297,0,"0"
0.08523271,0,"0"
0.020857643,0,"0"
0.7585816,0,"0"
0.6540252,0,"0"
0.0007908835,0,"0"
0.0012203081,0,"0"
0.022784887,0,"0"
0.0032429672,0,"0"
0.20892794,0,"0"
0.032033365,0,"0"
0.00045343788,0,"0"
0.003535688,0,"0"
0.079050034,0,"0"
0.990616,0,"0"
0.0009127372,0,"0"
0.00020770043,0,"1"
0.0001222698,0,"0"
0.009497781,0,"0"
0.0022834158,0,"0"
0.005073481,0,"0"
0.041440804,0,"0"
0.06232183,0,"0"
0.010554537,0,"0"
0.028195055,0,"0"
0.6647169,0,"0"
0.12915313,0,"0"
0.53024614,0,"0"
0.005220118,0,"0"
0.0627496,0,"0"
0.004838567,0,"0"
0.0015625911,0,"0"
0.024847262,0,"0"
0.015128463,0,"0"
0.004388247,0,"0"
0.0007930329,0,"0"
0.050047256,0,"0"
0.23688635,0,"0"
0.04545892,0,"0"
0.04569039,0,"0"
0.00016052744,0,"0"
0.66096175,0,"0"
0.005860164,0,"0"
0.032639105,0,"0"
0.009619319,0,"0"
5.297329e-05,0,"0"
0.66459525,0,"0"
0.0033765498,0,"0"
0.0051020277,0,"0"
0.19478986,0,"0"
0.018039888,0,"0"
1.8482348e-05,0,"0"
0.00034325154,0,"0"
0.12735637,0,"0"
0.0010548759,0,"0"
0.22401908,0,"0"
0.0005258444,0,"0"
0.0009891,0,"0"
0.0062502474,0,"0"
0.04136606,0,"0"
0.08443796,0,"0"
0.011323295,0,"0"
0.0001338336,0,"0"
0.16170132,0,"0"
0.00016315155,0,"0"
0.18745102,0,"0"
0.0076579894,0,"0"
0.0006995515,0,"0"
6.1279046e-05,0,"0"
0.96385187,0,"0"
0.009040441,0,"0"
0.024758846,0,"0"
0.000667159,0,"0"
0.010790419,0,"0"
0.008476983,0,"0"
0.010597853,0,"0"
0.43465215,0,"0"
0.00013617313,0,"0"
1.77278e-07,0,"0"
0.035356224,0,"0"
0.0063860966,0,"0"
0.004163691,0,"0"
0.005510442,0,"0"
0.018620625,0,"0"
0.0017439497,0,"0"
0.006666837,0,"0"
0.0002908125,0,"0"
0.00020353505,0,"0"
0.29949832,0,"0"
0.0005005532,0,"0"
0.13075556,0,"0"
0.003390792,0,"0"
0.06257485,0,"0"
0.012327511,0,"0"
0.0066395053,0,"0"
0.019192502,0,"0"
0.09328945,0,"0"
0.007398471,0,"0"
0.005434626,0,"0"
0.06093062,0,"0"
0.020605823,0,"0"
0.000556007,0,"0"
0.015698455,0,"0"
0.02497249,0,"0"
0.0021881016,0,"0"
0.0001872935,0,"0"
0.007386864,0,"0"
0.11298771,0,"0"
0.39371702,0,"0"
0.00055206387,0,"0"
0.0027117429,0,"1"
0.0024254667,0,"0"
0.175096,0,"0"
0.20060119,0,"0"
0.024386762,0,"0"
0.019699346,0,"0"
0.036457986,0,"0"
0.0013144253,0,"0"
0.0007432249,0,"0"
0.001221773,0,"0"
0.04996036,0,"0"
0.5709431,0,"0"
0.006919404,0,"0"
0.017581759,0,"0"
0.6256212,0,"0"
0.061439008,0,"0"
0.029025333,0,"0"
0.0027501907,0,"0"
0.0026316275,0,"0"
0.0010466983,0,"0"
0.0057169036,0,"0"
0.0014167171,0,"1"
0.09973927,0,"0"
0.07882239,0,"0"
0.02769045,0,"0"
0.0013304029,0,"1"
0.013441401,0,"0"
0.00021490821,0,"0"
0.0009348659,0,"0"
5.1125404e-05,0,"0"
0.004074104,0,"0"
0.0010009444,0,"0"
0.055285793,0,"0"
0.032693546,0,"0"
8.399003e-05,0,"0"
0.7190179,0,"0"
0.009696867,0,"0"
0.061907187,0,"0"
0.07807785,0,"0"
0.032435793,0,"0"
0.004477727,0,"0"
0.013939873,0,"0"
0.030986853,0,"0"
0.02793892,0,"0"
9.889928e-05,0,"0"
0.13126798,0,"0"
5.5423443e-06,0,"0"
0.09697784,0,"0"
5.356151e-05,0,"0"
0.0024735725,0,"0"
0.013283339,0,"0"
0.00034455696,0,"0"
0.00791232,0,"0"
0.02151951,0,"0"
0.038764846,0,"0"
0.00020578771,0,"0"
0.095904894,0,"0"
0.07100765,0,"0"
0.4508168,0,"0"
7.795953e-05,0,"0"
3.1522704e-05,0,"0"
0.0013763026,0,"0"
0.00019775967,0,"0"
0.0059755896,0,"0"
0.00013230249,0,"0"
0.25877252,0,"0"
0.00033841742,0,"0"
0.004728147,0,"0"
0.004197846,0,"0"
7.528912e-05,0,"0"
0.0010446244,0,"0"
0.004185196,0,"0"
3.656732e-05,0,"0"
0.019855497,0,"0"
0.9024079,0,"0"
0.000698991,0,"0"
2.8096152e-05,0,"0"
0.31922203,0,"0"
0.0011360212,0,"0"
0.011288766,0,"0"
0.00047680805,0,"0"
0.0022419132,0,"0"
0.25153756,0,"0"
0.005172916,0,"0"
0.0032622542,0,"0"
9.110735e-05,0,"0"
0.00017168479,0,"0"
0.00019827738,0,"0"
0.00026847926,0,"0"
3.2335312e-05,0,"0"
0.10760484,0,"0"
0.0016299542,0,"0"
0.0023620515,0,"0"
0.03176055,0,"0"
0.0013678772,0,"0"
0.0002182381,0,"0"
6.7178866e-05,0,"0"
0.033121403,0,"0"
0.6606407,0,"0"
3.072884e-10,0,"0"
0.0018786518,0,"0"
0.009456225,0,"0"
0.069872364,0,"0"
0.19456762,0,"0"
1.2554217e-05,0,"0"
3.6989422e-05,0,"0"
0.011908545,0,"0"
0.0034437317,0,"0"
0.007135769,0,"0"
1.8433255e-05,0,"0"
1.608497e-05,0,"0"
0.005831606,0,"0"
0.0010130488,0,"0"
0.00022699642,0,"0"
0.004593063,0,"0"
0.0014796857,0,"0"
9.916503e-06,0,"0"
0.0002019944,0,"0"
0.0019109398,0,"0"
0.011064331,0,"0"
0.0010839454,0,"0"
0.0013315115,0,"0"
0.00039747014,0,"0"
0.00020344793,0,"0"
0.003932913,0,"0"
0.01661631,0,"0"
0.0001924215,0,"0"
0.0035899421,0,"0"
0.003050524,0,"0"
0.011235049,0,"0"
2.4094686e-06,0,"0"
0.1056337,0,"0"
1.9850284e-05,0,"0"
0.00020837683,0,"0"
0.01578388,0,"0"
0.0003596701,0,"0"
0.017528778,0,"0"
0.011798501,0,"0"
1.1892209e-06,0,"0"
0.0934124,0,"0"
0.00039347858,0,"0"
0.00025163766,0,"0"
0.00042444654,0,"0"
0.0010277849,0,"0"
0.0006068372,0,"0"
3.5094754e-06,0,"0"
0.008387165,0,"0"
0.001857174,0,"0"
0.00064852095,0,"0"
1.3186455e-05,0,"0"
0.0002677862,0,"0"
0.00065630965,0,"0"
0.0040575354,0,"0"
0.00013273326,0,"0"
2.0347325e-05,0,"0"
0.07019089,0,"0"
4.813752e-05,0,"0"
0.30477613,0,"0"
0.00028922208,0,"0"
0.03186049,0,"0"
1.6036602e-05,0,"0"
0.0006275026,0,"0"
7.416841e-05,0,"0"
0.0004750838,0,"0"
0.27810282,0,"0"
0.00011215728,0,"0"
0.37401336,0,"0"
0.073636204,0,"0"
0.00048142602,0,"0"
0.040636234,0,"0"
0.54725933,0,"0"
7.4332536e-05,0,"0"
0.052604858,0,"0"
0.00023352004,0,"0"
6.4625256e-06,0,"0"
0.015177982,0,"0"
0.00017005228,0,"0"
3.516408e-05,0,"0"
0.00042725718,0,"0"
0.0024849216,0,"0"
0.0013238298,0,"0"
0.00031732905,0,"0"
1.4048705e-06,0,"0"
0.005203544,0,"0"
0.0023739857,0,"0"
0.0018508954,0,"0"
0.0017617481,0,"0"
0.0005150538,0,"0"
5.5584837e-06,0,"0"
0.0001436037,0,"0"
0.0051806415,0,"0"
0.00080415065,0,"0"
0.0088737495,0,"0"
0.49873132,0,"0"
0.0034356166,0,"0"
1.0553498e-09,0,"0"
0.0016186886,0,"0"
0.0003982558,0,"0"
0.0002686065,0,"0"
0.00034513982,0,"0"
0.00074926834,0,"0"
3.840729e-05,0,"0"
0.08997158,0,"0"
3.732068e-05,0,"0"
0.009141483,0,"0"
0.30099306,0,"0"
0.0010509278,0,"0"
0.0008174058,0,"0"
0.0024572252,0,"0"
7.938285e-05,0,"0"
0.0053488878,0,"0"
0.0016777928,0,"0"
7.957407e-05,0,"0"
0.010599738,0,"0"
0.00012494206,0,"0"
0.00064717216,0,"0"
0.00015674527,0,"0"
3.3596146e-07,0,"0"
0.00291875,0,"0"
0.0016171819,0,"0"
0.0001238699,0,"0"
6.595364e-05,0,"0"
9.254547e-05,0,"0"
0.017404573,0,"0"
0.00019285573,0,"0"
0.00080924795,0,"0"
0.1730075,0,"0"
2.4504786e-06,0,"0"
0.0011190174,0,"0"
0.00011252622,0,"0"
0.00045400354,0,"0"
8.990719e-05,0,"0"
7.99611e-05,0,"0"
2.0501077e-06,0,"0"
0.73498404,0,"0"
0.0020953654,0,"0"
0.019589452,0,"0"
0.0005196299,0,"0"
0.021120489,0,"0"
0.021360124,0,"0"
0.0058538225,0,"0"
0.001979484,0,"0"
0.2080873,0,"0"
0.05967851,0,"0"
0.0005159353,0,"0"
0.023709707,0,"0"
0.003104737,0,"0"
0.0022018284,0,"0"
0.0013384821,0,"0"
0.00020271348,0,"0"
0.0074955476,0,"0"
1.391401e-06,0,"0"
0.000943239,0,"0"
0.00047037494,0,"0"
9.2546616e-05,0,"0"
0.00022724607,0,"0"
0.00014862206,0,"0"
0.010091906,0,"0"
0.016547753,0,"0"
0.00015776612,0,"0"
0.00082908693,0,"0"
0.009315635,0,"0"
0.00037416996,0,"0"
0.00033399474,0,"0"
0.6523773,0,"0"
0.030880878,0,"0"
0.03062201,0,"0"
0.00038514368,0,"0"
0.0034667873,0,"0"
0.00017663714,0,"0"
0.0010510631,0,"0"
0.30179092,0,"0"
0.00048344632,0,"0"
8.401791e-05,0,"0"
3.1942334e-05,0,"0"
2.5694175e-05,0,"0"
0.98846173,0,"1"
0.13562581,0,"0"
0.00023241277,0,"0"
0.008192004,0,"0"
3.619733e-05,0,"0"
0.00564656,0,"0"
3.2790802e-05,0,"0"
0.00230887,0,"0"
0.017553186,0,"0"
7.105629e-06,0,"0"
9.407141e-05,0,"0"
0.00013276465,0,"0"
0.0008701617,0,"0"
0.001184935,0,"0"
0.00017670436,0,"0"
3.067031e-06,0,"0"
0.000449029,0,"0"
9.19446e-05,0,"0"
0.00051356864,0,"0"
0.0007207834,0,"0"
0.017101582,0,"0"
0.037060164,0,"0"
9.3988645e-05,0,"0"
0.0010517841,0,"0"
0.0012567503,0,"0"
0.00033921734,0,"0"
8.695484e-05,0,"0"
0.085261166,0,"0"
6.0522583e-09,0,"0"
0.00013536851,0,"0"
2.5571317e-05,0,"0"
0.00014285308,0,"0"
6.552018e-06,0,"0"
0.00028237575,0,"0"
1.5624169e-06,0,"0"
6.819507e-05,0,"0"
0.0019256319,0,"0"
0.015085581,0,"0"
0.00074815087,0,"0"
5.0602044e-05,0,"0"
4.002941e-06,0,"0"
0.0007431025,0,"0"
0.007771004,0,"1"
0.0010730389,0,"0"
0.0012250801,0,"0"
1.3860604e-05,0,"0"
0.041476622,0,"0"
9.5155134e-05,0,"0"
0.010511117,0,"0"
0.0030620557,0,"0"
0.00047113418,0,"0"
0.016051153,0,"0"
0.00023612614,0,"0"
2.4000701e-05,0,"0"
0.0015790558,0,"0"
0.22696772,0,"0"
0.0022326845,0,"0"
0.167656,0,"0"
0.0023271346,0,"0"
1.0885758e-05,0,"0"
0.0030552624,0,"0"
0.00035290123,0,"0"
0.004292581,0,"0"
0.000829149,0,"0"
0.002514917,0,"0"
0.0006374503,0,"0"
0.16442394,0,"0"
0.0014938398,0,"0"
0.04496771,0,"0"
0.109420866,0,"0"
0.00033255352,0,"0"
0.0006897946,0,"0"
0.00034591477,0,"0"
0.007900969,0,"0"
0.008961749,0,"0"
0.8043367,0,"0"
0.0005345403,0,"0"
0.0018920845,0,"0"
0.0024974963,0,"0"
0.0030070052,0,"0"
2.6797652e-06,0,"0"
0.00033904164,0,"0"
8.894651e-06,0,"0"
0.0093213795,0,"0"
1.1813146e-05,0,"0"
0.00013528102,0,"0"
0.00074492214,0,"0"
0.00027062258,0,"0"
0.0034523895,0,"0"
0.0028718507,0,"0"
0.00014843143,0,"0"
0.00011913519,0,"0"
0.00060917315,0,"0"
0.01735904,0,"0"
0.00013929921,0,"0"
0.25479224,0,"0"
0.0007733396,0,"0"
4.4122407e-05,0,"0"
0.00019977619,0,"0"
1.809427e-05,0,"0"
0.00016966989,0,"0"
0.54256654,0,"0"
0.45329744,0,"0"
0.015868615,0,"0"
0.031332128,0,"0"
1.136673e-05,0,"0"
0.0002995301,0,"0"
0.0005090983,0,"0"
0.010935868,0,"0"
0.0016376285,0,"0"
0.0021127958,0,"0"
0.0010567271,0,"0"
0.00257939,0,"0"
1.3159508e-06,0,"0"
0.0040306454,0,"0"
0.11639717,0,"0"
0.0035583526,0,"0"
0.004292965,0,"0"
0.00031914606,0,"0"
0.16100933,0,"0"
0.024911674,0,"0"
0.0003182361,0,"0"
0.011083977,0,"0"
3.2338892e-06,0,"0"
0.0064386483,0,"0"
5.4824304e-05,0,"0"
0.00042866994,0,"0"
0.00040492462,0,"0"
0.8731991,0,"0"
0.7933162,0,"0"
0.0027351372,0,"0"
0.065432295,0,"0"
0.0006134798,0,"0"
0.0011699671,0,"0"
0.0001784388,0,"0"
0.1058121,0,"0"
3.163243e-08,0,"0"
0.0003288428,0,"0"
0.02880544,0,"0"
0.0037201901,0,"0"
0.034233548,0,"0"
0.00029781164,0,"0"
0.024035817,0,"0"
0.0006754903,0,"0"
0.0027243192,0,"0"
0.002321131,0,"0"
0.0047721704,0,"0"
0.04927419,0,"0"
0.018017974,0,"0"
0.010617661,0,"0"
0.00049597875,0,"0"
0.002483427,0,"0"
0.0034969987,0,"0"
0.000102077385,0,"0"
0.0005329951,0,"0"
5.7261147e-11,0,"0"
0.0007916466,0,"0"
0.0036086885,0,"0"
0.006608105,0,"1"
0.0005049062,0,"0"
0.0008462826,0,"0"
0.42632294,0,"1"
0.0038323053,0,"0"
0.02124748,0,"0"
0.00024189425,0,"0"
0.00028625195,0,"0"
0.00017149057,0,"0"
0.00016407073,0,"0"
0.0008542479,0,"0"
0.010453829,0,"0"
7.762857e-08,0,"0"
0.0034927907,0,"0"
0.005270273,0,"0"
0.006596424,0,"0"
0.001539369,0,"0"
0.004586184,0,"0"
0.002409636,0,"0"
0.0016729875,0,"0"
0.002832725,0,"0"
8.3601364e-05,0,"0"
0.037813704,0,"0"
0.00022910442,0,"0"
0.0031734656,0,"0"
0.4357588,0,"0"
0.0001486507,0,"0"
0.006808438,0,"0"
0.00021143653,0,"0"
0.027746776,0,"0"
0.02915716,0,"0"
0.001858724,0,"0"
0.00721822,0,"0"
0.060023315,0,"0"
2.3209623e-05,0,"0"
0.13261731,0,"0"
0.00029296448,0,"0"
9.364029e-05,0,"0"
0.008184499,0,"0"
5.5028628e-05,0,"0"
0.00097168115,0,"0"
0.00015780132,0,"0"
0.020827465,0,"0"
0.010969645,0,"0"
2.7658067e-05,0,"0"
0.0017840201,0,"0"
0.00062434986,0,"0"
0.00028927502,0,"0"
0.0005776216,0,"0"
0.00066718506,0,"0"
0.0036638356,0,"0"
0.00026075987,0,"0"
2.0215011e-05,0,"0"
0.0011230017,0,"0"
0.006914396,0,"0"
0.017001957,0,"0"
0.037921395,0,"0"
0.026144993,0,"0"
0.0013992072,0,"0"
3.548979e-05,0,"0"
0.018995889,0,"0"
0.0029842048,0,"0"
0.77019197,0,"0"
0.075968735,0,"0"
0.4037712,0,"0"
0.0017411518,0,"0"
6.483912e-05,0,"0"
0.0049828985,0,"0"
4.1975418e-05,0,"0"
0.013037426,0,"0"
0.0017794466,0,"0"
0.28602105,0,"0"
0.00032135044,0,"0"
0.25772566,0,"0"
0.65410745,0,"0"
0.00018308111,0,"0"
1.4200311e-05,0,"0"
0.371344,0,"0"
0.0036147973,0,"0"
0.003318645,0,"0"
0.6878182,0,"0"
0.0022333069,0,"0"
0.14337005,0,"0"
1.3264085e-05,0,"0"
0.059557784,0,"0"
0.30686742,0,"0"
0.053412516,0,"0"
0.0019805036,0,"0"
0.038866695,0,"0"
0.0054734284,0,"0"
3.7855123e-05,0,"0"
0.0016152229,0,"0"
0.00024189586,0,"0"
1.200659e-05,0,"0"
0.0011867163,0,"0"
0.00027358052,0,"0"
0.009765751,0,"0"
0.0001532482,0,"0"
0.0014496088,0,"0"
4.742995e-05,0,"0"
0.06826009,0,"0"
0.0037199322,0,"0"
0.0028344118,0,"0"
0.00011340479,0,"0"
0.00039143628,0,"0"
0.02300121,0,"0"
0.0017384407,0,"0"
0.0018252765,0,"0"
0.0021516636,0,"0"
0.02991322,0,"0"
7.082613e-06,0,"0"
6.0334673e-07,0,"0"
0.09951584,0,"0"
0.00038441556,0,"0"
0.00019732627,0,"0"
0.028233767,0,"0"
0.00015373572,0,"0"
0.00014470403,0,"0"
0.3177238,0,"0"
0.005348882,0,"0"
9.2277674e-05,0,"0"
0.0077302107,0,"0"
0.0012051649,0,"0"
0.000116120915,0,"0"
0.088612154,0,"0"
0.043075543,0,"0"
0.0015561025,0,"0"
0.007419837,0,"0"
0.0042803274,0,"0"
0.08816426,0,"0"
0.003309346,0,"0"
0.12258747,0,"0"
0.0053735794,0,"0"
0.1256991,0,"0"
0.07450437,0,"0"
0.011211352,0,"0"
0.45163533,0,"0"
0.0055694315,0,"0"
7.445459e-08,0,"0"
0.007303646,0,"0"
0.0048219655,0,"0"
0.00013139263,0,"0"
0.0001961677,0,"0"
0.042670492,0,"0"
0.0010999737,0,"0"
0.0030702832,0,"0"
0.00018247306,0,"0"
1.9068246e-05,0,"0"
0.12691829,0,"0"
0.08075339,0,"0"
7.2349074e-05,0,"0"
0.036957033,0,"0"
0.011181789,0,"0"
0.004325961,0,"0"
0.042011894,0,"0"
0.0038585789,0,"0"
0.29601407,0,"0"
0.012769036,0,"0"
0.0074084015,0,"0"
0.00067044725,0,"0"
0.009226267,0,"0"
0.010475728,0,"0"
0.05960098,0,"0"
0.0010939091,0,"0"
0.014278699,0,"0"
0.0076811896,0,"0"
0.022170639,0,"0"
0.0013200841,0,"0"
5.7131234e-05,0,"0"
0.002687818,0,"0"
0.027371928,0,"0"
0.4365489,0,"0"
2.6707192e-05,0,"0"
2.6135902e-05,0,"0"
0.0030432425,0,"0"
0.004675212,0,"0"
0.96343607,0,"0"
0.08966314,0,"0"
0.04619757,0,"0"
0.17989744,0,"0"
0.0133017525,0,"0"
0.008534488,0,"0"
0.00015956997,0,"0"
0.0019754593,0,"0"
0.0022087912,0,"0"
0.0007047421,0,"0"
0.016569657,0,"0"
0.0056307563,0,"0"
0.12450995,0,"0"
0.00027203062,0,"0"
0.95646113,0,"0"
0.035675827,0,"0"
0.021060191,0,"0"
0.003995097,0,"0"
0.85020113,0,"0"
0.00308259,0,"0"
0.0077590453,0,"0"
0.008313251,0,"0"
0.017717566,0,"0"
0.0031296932,0,"0"
6.28865e-05,0,"0"
0.008073748,0,"0"
0.008741653,0,"0"
0.0016249585,0,"0"
0.22879896,0,"0"
0.07264049,0,"0"
0.12487933,0,"0"
0.00032932186,0,"0"
6.0444145e-06,0,"0"
0.17259496,0,"0"
0.008690761,0,"0"
6.3554064e-05,0,"0"
0.011627123,0,"0"
0.6031806,0,"0"
0.03686274,0,"0"
1.3506255e-05,0,"0"
0.008784633,0,"0"
0.0019955833,0,"0"
