DL_score,ML_score,Fusion_Pred_Prob
0.10166328,0.67095,0.4784685841375
0.03901297,0.83791286,0.4223324702073337
0.08550872,0.16473459,0.4584772236807393
0.031611744,0.0,0.40757581445300317
0.0057511297,0.0,0.38451277417425744
0.051554993,0.0,0.4256498480252144
0.1736889,0.45503676,0.5433588038285505
0.9999999,0.0,0.9622171724364325
0.002394692,0.0,0.38155476729945875
0.1574127,0.0,0.5237695380835935
0.15055592,0.0,0.5173877636990344
0.08017364,0.0,0.45192510421387017
0.9747945,0.10580837,0.9588132132349702
0.29608667,0.6455815,0.6542726424881841
0.9999658,0.9734159,0.9635897259525761
0.21293703,0.5988799,0.5807702979353012
0.45558706,0.49192914,0.7732242959894632
0.0037244838,0.0,0.3827256627840828
0.23652746,0.32798386,0.5994517992109356
0.087624684,0.0,0.4588163843995176
0.6768145,0.99996185,0.8881267074990371
0.005006259,0.0,0.38385557744923143
0.2502525,0.0,0.6085865191679034
0.98547596,0.0,0.9601979822453487
0.9856645,0.98967534,0.9616953106979466
0.16018012,0.0,0.5263431709486006
0.96989113,0.0,0.9579163817849456
0.95346177,0.0,0.9553759633071822
0.01113927,0.0,0.3892791370966249
0.001065931,0.0,0.38038615020541183
0.16102985,0.0,0.5271331180152895
0.2779287,0.95605135,0.6416321577184653
1.0,0.77933556,0.963323562355298
0.070201226,0.0,0.4427310948295366
0.9894406,0.0,0.9607592161804905
0.0888233,0.0,0.45992649969470634
0.0063463054,0.0,0.3850381973328058
0.077432655,0.0,0.4493945244111244
0.007220322,0.0,0.385810272755685
0.2855703,0.0,0.6394745436277456
0.0040324433,0.0,0.3829970279940915
0.019637674,0.0,0.39683972103583376
0.030668216,0.0,0.406726480858324
0.003326022,0.0,0.3823746730606087
0.011990708,0.0,0.39003428659182565
0.07808159,0.0,0.4499934164554553
0.91855884,0.0,0.949485975195477
0.019202285,0.0,0.3964511442881964
0.16815016,0.0,0.5337468074032586
0.03765332,0.0,0.41302714154601955
0.77639383,0.0,0.9170936560843114
0.04437843,0.0,0.41912033911889424
